SEMBOL,ACKL,%FARK,SON,ALIŞ,SATIŞ,FARK,YÜKSEK,DÜŞÜK,T.ADET,T.HACİM,SAAT,G.HACIM,7GUN.ORT.HACIM,30GUN.ORT.HACIM,52HAFTA.ORT.HACIM,BUYIL.ORT.HACIM,NETFARKHACIM,HALK.ACK,IHRYUZDE,VA.IPT.VOL.AOF,VA.IPT.AL.VOL.AOF,VA.IPT.SAT.VOL.AOF,BORSA,SEKTOR,H.GRUP,ISL.TURU,XU030 DAKI AG.,XU050 DEKI AG.,XU100 DEKI AG.,XUTUM DEKI AG.,BORSASEMBOLU,G.ADET,BU.YIL.ORT.ADET,30GUN.ORT.ADET,7GUN.ORT.ADET,52HAFTA.ORT.ADET,7GUNLUK.YUKSEK,7GUNLUK.DUSUK,30GUNLUK.YUKSEK,30GUNLUK.DUSUK,BU.YIL.YÜK.,BU.YIL.DÜŞ.,52HAFTALIK.YUKSEK,52HAFTALIK.DUSUK,G.YÜKSEK,G.DÜŞÜK,5YIL.YUK.,5YIL.DUS.,7GUNLUK.F,7GUNLUK.F%,30GUNLUK.F,30GUNLUK.F%,BU.YIL.FARK.,BU.YIL.FARK%,BU.HAFTA.FARK,BU.HAFTA.FARK%,BU.AY.FARK,BU.AY.FARK%,YABANCI PAYI %,YABANCI PAYI HAFTALIK DEĞ. %,YABANCI PAYI AYLIK DEĞ. %,YABANCI PAYI YILLIK DEĞ. %,YATFONORAN,EMEKLILIKYATFONORAN,TEOESLESME FARK(%),OD.SER,N.KAR,PIY.DEG,PIY.DEG.($),PIY.DEG.(E),F/K,PD/DD,PD/EFK,FD/FAVOK,PD/EBITDA,5YILLIKGETIRI%,NETBORC
A1CAP,A1 CAPITAL YATIRIM,-3.326810176125245,9.88,9.88,9.9,-0.34,10.29,9.88,14035383,140947263.89,18:19:01,140947263.89,198477352.07036495,342931210.5142958,127828306.80976582,182540410.83852,-29961735.330000304,31.90999984741211,,,,,,ARACIKURUM,,S,0.0,0.0,0.0,0.04625853896141052,,14035383,22941660.0,32690270.0,19197530.0,16748050.0,10.62,9.88,12.26,9.39,12.26,4.28,12.26,4.28,10.29,9.88,12.26,4.28,-0.57,-5.454545454545454,0.03,0.30456852791878175,4.28,76.42857142857143,-0.36,-3.515625,0.3,3.131524008350731,1.0533437,90.736305,-56.09862,-71.24185,3.58537,0.0,0,675000000.0,847110804,6669000000.0,162445534.83042723,139037665.0511973,6.301853986732938,1.19,,0.8888938215338759,1.4395225522923425,,-2550945103.0
A1YEN,A1 YENILENEBILIR ENERJI,-3.171856978085352,33.58,33.56,33.58,-1.1,34.96,33.42,4044451,137193453.36,18:19:01,137193453.36,158212681.85125005,93924918.73893136,66618443.86053427,67010573.93266,-362427.3799999882,69.73999786376953,,,,,,ELEKTRIK,,S,0.0,0.0,0.0,0.02682250924408436,,4044451,2304802.0,2904195.0,4580625.0,2316611.0,37.94,31.2,37.94,29.72,37.94,23.6,37.94,23.44,34.96,33.42,78.4,7.95,1.98,6.265822784810127,1.8,5.663939584644431,5.66,20.27220630372493,2.16,6.874602164226608,2.06,6.535532994923858,5.097602,10.359729,343.11987,0.0,3.46258,0.52062,0,55000000.0,-12163880,1846900000.0,44983145.629554585,38512779.86617179,37.39950995281777,0.65,,8.857615886873239,6.93960372213756,,510458062.0
ACSEL,ACISELSAN ACIPAYAM SELULOZ SAN.,-1.5561015561015563,120.2,120.2,120.4,-1.9,125.0,120.1,194222,23775634.3,18:19:01,23775634.3,33054039.572750047,29098877.72504453,24520379.26877967,21157718.10245,,48.31999969482422,46.89085388183594,,,,,KIMYA,,,,,,0.014246871694922447,,194222,187243.9,250240.7,269759.5,209369.1,127.9,118.5,127.9,107.5,131.4,93.0,142.8,93.0,125.0,120.1,195.2513,8.323909,0.8,0.6700167504187604,10.5,9.571558796718325,6.2,5.438596491228071,0.6,0.5016722408026756,8.0,7.130124777183601,0.6424029,-11.033443,34.188133,346.6893,0.38874,0.0,0,10721700.0,-56500170,1288748340.0,31388788.92093059,26873832.43343674,0.0,2.54,,57.31708601465882,48.87165083904026,1260.0400544242318,222706628.0
ADEL,ADEL KALEMCILIK,-2.8469750889679717,38.22,38.22,38.26,-1.12,39.38,38.12,3115170,119810225.96,18:19:01,119810225.96,217189552.71077183,230567577.88378775,147895680.75305843,122060540.67515,,27.600000381469727,4.1763434410095215,,,,,IMALAT,,,,,,0.06028294190764427,,3115170,3587647.0,6125049.0,5604615.0,3968323.0,40.58,37.0,41.76,30.52,44.5,26.0,58.6504767016037,26.0,39.38,38.12,74.11122,1.420326,0.34,0.897571277719113,7.36,23.84964355152301,4.74,14.157706093189963,1.06,2.8525296017222823,6.56,20.720151610865447,0.3733537,4.643583,211.61327,-48.900776,0.03213,0.0,0,259875000.0,-164589000,9932422500.0,241914347.16106153,207117440.72787464,0.0,7.27,,103.4478145941684,90.47642309609594,2573.5499034668005,1423988000.0
ADESE,ADESE GAYRIMENKUL YATIRIM,5.5586130985140345,19.18,19.17,19.18,1.01,19.53,17.87,194025580,3634888699.92,18:19:01,3634888699.92,950282312.3323928,931688499.279778,292700872.62673914,387217743.30298,,92.37999725341795,,,,,,GAYRIMENKUL,,,,,,0.3897385001182556,,194025580,61105820.0,57000260.0,51379100.0,59720320.0,19.53,17.87,19.53,14.34,19.53,1.73,19.53,1.73,19.53,17.87,19.53,0.62,0.68,3.675675675675676,4.2,28.037383177570096,17.0,779.8165137614678,0.91,4.980842911877395,3.88,25.359477124183005,9.427544,1.9579955,40.007378,185.64229,17.92021,0.0,0,1008000000.0,140100000,19333440000.0,470885779.9773976,403153673.0607182,27.404699502040454,1.7,,86.90104418127484,86.24693320454662,992.596717310822,146628000.0
ADGYO,ADRA GMYO,-1.332741003998223,44.42,44.4,44.42,-0.6,45.46,44.02,936019,41894760.72,18:19:01,41894760.72,52179312.9303204,95440164.5872744,46560531.42484529,44946982.5069,,27.969999313354492,,,,,,GAYRIMENKUL,,,,,,0.07069744914770126,,936019,1322754.0,2269735.0,1146539.0,1386241.0,47.12,44.02,48.9,34.24,48.9,26.02,48.9,26.02,45.46,44.02,48.9,24.92,-2.02,-4.3496985357450475,9.02,25.480225988700564,10.98,32.83492822966507,-0.56,-1.2449977767896845,9.4,26.841804683038266,2.815339,35.21758,-8.006075,-26.877327,13.22303,0.1921,0,293700000.0,140358207,13046154000.0,317752474.5723082,272047028.589624,15.214191503430325,1.56,,24.932863177443707,26.548273059015163,,-793832655.0
AEFES,ANADOLU EFES BIRACILIK A.S.,-1.4848657909765848,17.25,17.24,17.25,-0.26,17.59,17.18,59535656,1029891945.7,18:19:01,1029891945.7,1115608783.8128345,1356617860.8479826,1100661514.4722478,1273144586.9296,,32.779998779296875,62.20513916015625,17.309085,17.266531,17.362163,,GIDA,,,1.3496397733688354,1.1621663570404053,0.9790043234825134,0.7084663510322571,,59535656,77800030.0,80174210.0,63313030.0,63785900.0,18.04,17.18,18.13,15.02,19.06913,13.25,23.9777239210024,13.25,17.59,17.18,30.22006,1.547251,-0.7,-3.8997214484679663,2.15,14.23841059602649,-1.74972,-9.20918834593352,-0.49,-2.7621195039458852,2.09,13.786279683377307,36.097286,1.1251842,-0.91698664,-33.202766,10.05182,8.24954,0,5921052630.0,5893931000,102138157867.5,2487679695.5374885,2129852395.8456495,9.07180362304031,1.09,,4.587556728785296,2.835326599340131,963.86980947171,63121320000.0
AFYON,AFYON CIMENTO,-1.1821974965229485,14.21,14.21,14.22,-0.17,14.51,14.2,4058114,58123831.98,18:19:01,58123831.98,93595348.6408816,78632866.38871127,117242188.1584995,74460930.98698,,48.970001220703125,1.810137152671814,,,,,TASTOPRAK,,,,,,0.05667521059513092,,4058114,5332934.0,5410358.0,6507574.0,8303599.0,14.73,14.1,16.29,13.72,16.29,11.7,16.4196097587401,11.6842615518679,14.51,14.2,16.41961,2.493588,0.13,0.9232954545454546,-0.81,-5.3928095872170445,0.37755,2.7294513987037727,-0.09,-0.6293706293706294,-1.31,-8.440721649484535,2.507776,2.358282,-20.197348,119.6112,4.56267,3.637,0,400000000.0,-6290688,5684000000.0,138439655.508359,118526525.94039766,19.60507027679572,0.87,,5.8239983027622655,6.572178030602619,314.31252984887067,-647069138.0
AGESA,AGESA HAYAT VE EMEKLILIK,0.4759071980963712,168.9,168.9,169.0,0.8,169.2,165.5,203144,33928504.9,18:19:01,33928504.9,62128483.55010723,47288655.64406265,55015260.76887456,56130652.7774,,19.8700008392334,,,,,,SIGORTA,,,,,,0.1317993849515915,,203144,393701.5,280360.3,369939.8,418913.1,170.9,165.5,174.5,161.9,174.5,120.4,174.5,91.6266389469314,169.2,165.5,174.5,10.67449,2.1,1.2589928057553958,3.7,2.2397094430992737,12.8806,8.255768192929853,1.6,0.9563658099222953,-5.0,-2.8752156411730883,50.94071,0.49138543,-0.8009289,20.662273,28.62326,0.96931,0,180000000.0,2384633607,30402000000.0,740471922.3724718,633963529.4765308,7.714563681310009,4.56,,0.0,,1442.965984405903,
AGHOL,ANADOLU GRUBU HOLDING,0.06825938566552901,29.32,29.3,29.32,0.02,29.58,28.7,8443561,245950884.74,18:19:01,245950884.74,244586215.13575616,257205723.05120805,222888413.94347537,218994490.40736,,37.87,26.735046110835206,29.22728,29.17115,29.280063,,HOLDING,,,,,0.7271935343742371,0.5262409448623657,,8443561,7535327.5,8706019.0,8322946.0,7404847.5,29.88,28.7,31.74,27.725,33.7865,23.88,37.9301281435176,23.88,29.58,28.7,46.830345,1.5037546,-0.4,-1.3458950201884254,1.445,5.183856502242152,-1.37717,-4.48630932427973,-0.1,-0.33990482664853844,1.32,4.714285714285714,21.184486,-0.87724084,-2.5621243,-1.6860851,33.0164,1.85905,0,2435345179.6,1042522000,71404320665.872,1739294563.0328732,1488642297.8966591,43.95088426774933,0.71,,2.8282757678845036,1.3020809214607558,1757.440786156111,83694419000.0
AGROT,AGROTECH TEKNOLOJI,-4.662004662004662,8.18,8.18,8.19,-0.4,8.62,8.18,21163001,176441940.55,18:19:01,176441940.55,269325008.51613045,226066553.66615605,332196895.8893292,216434643.28352,-34607727.83999994,32.119998931884766,61.25529479980469,,,,,TARIM,,S,0.0,0.0,0.0,0.068087244219,,21163001,24815680.0,27134170.0,31654380.0,30580210.0,8.76,8.18,8.76,7.91,11.45,6.66,17.21,6.66,8.62,8.18,47.24,5.73,-0.08,-0.9685230024213076,0.1,1.2376237623762376,-2.5,-23.40823970037453,-0.17,-2.035928143712575,-0.33,-3.8777908343125738,6.5526567,10.634349,37.13733,14.075645,0.17562,2e-05,0,1200000000.0,-192309000,9816000000.0,239097159.7712696,204635357.76268676,0.0,1.35,,0.0,0.0,,-700941267.0
AGYO,ATAKULE GAYRIMENKUL YAT ORT,-2.331288343558282,7.96,7.96,8.0,-0.19,8.14,7.96,575323,4617449.51,18:19:01,4617449.51,6230475.0182500025,6860008.648276247,13371869.722039254,4828619.4739703,,18.299999237060547,,,,,,GAYRIMENKUL,,,,,,0.007269944529980421,,575323,706536.7,885264.1,773306.5,1704006.0,8.4,7.8,8.4,7.2,8.4,5.55,10.0,5.55,8.14,7.96,12.02069,1.933202,0.06,0.759493670886076,0.66,9.041095890410958,0.36,4.736842105263158,-0.14,-1.7283950617283952,0.66,9.041095890410958,1.2012237,5.705812,40.04084,-98.72567,0.85594,0.0,0,263340000.0,-159629200,2096186400.0,51054771.83274229,43711128.49762196,0.0,0.4,,15.54275418363443,16.47194730969915,269.70087669268196,-118247221.0
AHGAZ,AHLATCI DOGALGAZ,-1.60427807486631,33.12,33.1,33.12,-0.54,33.66,32.92,3456958,115257798.78,18:19:01,115257798.78,411459001.19674945,237738791.84614256,128446798.29045014,127629152.81052,-3661907.2199999904,19.190000534057617,,,,,,ELEKTRIK,,S,0.0,0.0,0.0,0.373314535848,,3456958,5077718.0,7093718.0,11733970.0,5875906.0,36.0,32.0,36.0,28.32,36.0,16.51,36.0,12.99,33.66,32.92,36.0,5.799521,-2.4,-6.756756756756757,4.32,15.0,12.38,59.69141755062681,-2.66,-7.434320849636668,3.62,12.271186440677967,13.0626955,-5.8648777,-0.4628098,8.261347,16.89715,0.00142,0,2600000000.0,1560348510,86112000000.0,2097463664.8617835,1795549035.1155028,65.8629598865571,2.07,,12.42419740774488,13.670000135247642,,-7847736899.0
AHSGY,AHES GMYO,2.245430809399478,39.16,39.16,39.38,0.86,40.5,37.42,3963925,156018061.4,18:19:01,156018061.4,188379237.6605365,202986870.26889676,110321642.52583084,82169779.9728,671788.3999999893,25.6299991607666,,,,,,GAYRIMENKUL,,S,0.0,0.0,0.0,0.043035998940467834,,3963925,3283345.0,6579235.0,5100587.0,4564587.0,41.0,33.14,41.0,22.16,41.0,18.0,41.0,17.36,40.5,37.42,41.0,17.36,6.02,18.16535908267954,16.72,74.50980392156862,17.46,80.46082949308756,4.08,11.630558722919044,15.76,67.35042735042735,3.7719324,-69.07102,5.7793264,0.0,38.55499,0.00104,0,195000000.0,62800290,7636200000.0,185998816.2250244,159235057.82024676,0.0,1.4,,56.234201517442926,65.09888812577321,,-1039841414.0
AKBNK,AKBANK,-2.127659574468085,69.0,69.0,69.15,-1.5,70.3,69.0,75024312,5239917954.7,18:19:01,5239917954.7,5454581937.119303,4538850060.43216,5538037932.384748,6204702180.4,,53.709999084472656,,69.950547,69.908327,70.105816,,BANKA,,,7.704343318939209,6.634161949157715,5.588592052459717,4.044240951538086,,75024312,103105000.0,66785690.0,78392350.0,93819150.0,71.05,68.1,71.05,65.4,74.53722,47.88,74.5372236155836,45.1136056843926,70.3,69.0,74.53722,3.774145,0.75,1.098901098901099,1.85,2.7550260610573343,5.56511,8.772948136270118,-0.85,-1.2168933428775948,1.5,2.2222222222222223,49.738636,-1.2700199,1.7138808,-8.469161,15.91955,6.78397,0,5200000000.0,24851880000,358800000000.0,8738942363.898523,7481945739.628288,8.322928126737132,1.39,,0.0,,1608.2852826518924,
AKCNS,AKCANSA CIMENTO SAN TIC AS,-2.4619840695148443,134.7,134.7,134.9,-3.4,139.4,134.7,1227819,166854875.2,18:19:01,166854875.2,204045814.908043,130439443.6379232,95409077.60395746,99574928.51472,,20.530000686645508,25.676359176635746,,,,,TASTOPRAK,,,,,,0.106206513941288,,1227819,624331.8,946865.5,1490722.0,598056.8,139.7,133.6,147.1,132.4,210.1434,122.6,210.143424334377,122.6,139.4,134.7,210.1434,9.810719,1.2,0.8988764044943821,-5.2,-3.716940671908506,-38.9723,-22.440135819010862,-2.6,-1.8936635105608155,-7.9,-5.539971949509117,12.824289,11.388016,2.1112292,26.49076,11.55556,18.27835,0,191447068.25,69491000,25787920093.275,628091269.1748909,537747544.246805,23.18940781154456,1.16,,7.999937573738198,7.719661619855561,1191.154965435005,936276000.0
AKENR,AK ENERJI ELEKTRIK URETIM AS,-3.111495246326707,11.21,11.21,11.26,-0.36,11.65,11.21,6359427,72445753.78,18:19:01,72445753.78,116757025.81452778,154438393.43932,176390701.1989159,181857610.3158,,25.25,,,,,,ELEKTRIK,,,,,,0.044294729828834534,,6359427,14844780.0,13115110.0,10017890.0,14364640.0,12.02,11.21,12.7,11.04,15.14,8.84,15.14,8.84,11.65,11.21,28.68,1.22,-0.4,-3.4453057708871664,-1.14,-9.230769230769232,-1.97,-14.946889226100152,-0.32,-2.7753686036426712,-0.92,-7.5845012366034625,2.2557013,97.74684,95.7434,287.2235,0.05735,0.03751,0,729164000.0,-537400000,8173928440.0,199084418.96262813,170448408.77281076,0.0,0.53,,15.324984622866504,4.479683132587641,474.87179487179486,19789060000.0
AKFGY,AKFEN GAYRIMENKUL YAT ORT,0.0,2.99,2.99,3.0,0.0,3.17,2.99,132965347,408975095.54,18:19:01,408975095.54,134741266.0965324,175617168.1971959,98694772.59025234,108090229.23864,,44.06999969482422,,,,,,GAYRIMENKUL,,,,,,0.11374427378177644,,132965347,46323120.0,59058920.0,44577110.0,43776960.0,3.17,2.97,3.17,2.81,3.17,1.68,3.17,1.68,3.17,2.99,4.680659,0.5556178,0.01,0.33557046979865773,0.02,0.6734006734006734,0.92,44.44444444444445,-0.01,-0.33333333333333337,0.07,2.3972602739726026,5.086223,1.3365484,12.503259,-2.3101735,7.53681,11.30161,0,3900000000.0,1018426055,11661000000.0,284015626.826702,243163236.53791937,9.895024994251026,0.42,,12.013299797954277,9.6201872088152,417.44203654109896,2900784080.0
AKFIS,AKFEN INSAAT,-2.022653721682848,24.22,24.2,24.22,-0.5,24.98,24.22,3213507,79187241.98,18:19:01,79187241.98,161094798.0308358,156554547.8723167,328782108.0145407,328782097.6804,,10.489999771118164,,,,,,INSAAT,,,,,,0.03676239773631096,,3213507,13699060.0,6575358.0,6521438.0,13699060.0,25.36,24.12,25.36,22.8,34.84,17.66,34.84,17.66,24.98,24.22,34.84,17.66,0.0,0.0,1.36,5.94925634295713,0.0,0.0,0.0,0.0,1.06,4.57685664939551,6.279869,3.9563644,314.94516,0.0,11.18064,0.1928,0,636584078.0,379473000,15418066369.16,375522835.4594521,321508182.78718746,18.396583639973557,0.57,,468.76769657501706,204.372273442024,,19946278000.0
AKFYE,AKFEN YEN. ENERJI,-0.31645569620253167,18.9,18.88,18.9,-0.06,19.43,18.8,10425625,199113280.05,18:19:01,199113280.05,283597524.8370536,181853339.60348508,96543237.53060365,91958496.25906,,28.43000030517578,,,,,,ELEKTRIK,,,,,,0.13730350136756897,,10425625,5177234.0,9644274.0,14512980.0,5290416.0,20.48,18.8,20.48,17.85,21.02,14.17,23.04,14.17,19.43,18.8,33.46,8.76,0.09,0.4784688995215311,0.77,4.2471042471042475,-0.71,-3.620601733809281,-1.3,-6.435643564356436,0.84,4.651162790697675,40.23725,-0.04754859,-0.45658997,-6.7403007,15.01122,0.1033,0,1196962446.0,744695000,22622590229.4,550996410.6377382,471741896.8400665,0.0,0.52,,12.04844928983855,8.43495897159395,,9691394000.0
AKGRT,AKSIGORTA A.S.,-0.4392386530014642,6.8,6.8,6.82,-0.03,6.9,6.76,17813144,121003704.94,18:19:01,121003704.94,120155588.00607625,99038152.80888444,92463616.95457016,87121407.6491,,27.989999771118164,,,,,,SIGORTA,,,,,,0.06652934104204178,,17813144,12656450.0,14234580.0,17614560.0,13998730.0,6.93,6.74,7.64,6.52,8.44,5.42,8.44,5.1,6.9,6.76,9.0,1.274261,-0.01,-0.14684287812041116,-0.39,-5.424200278164117,-0.84,-10.99476439790576,0.0,0.0,-0.46,-6.336088154269973,23.692648,1.823639,0.15134335,10.894945,11.58346,9.90735,0,1612000000.0,1209824282,10961600000.0,266981021.78403023,228578864.04545552,4.459482604657445,1.74,,0.0,,318.85100545799816,
AKMGY,AKMERKEZ GAYRIMENKUL YAT ORT,-0.42863266180882986,232.3,230.4,232.3,-1.0,234.4,229.0,32663,7560185.4,18:19:01,7560185.4,8108971.757500015,7736593.429453854,5325995.83672022,5966067.588078,,9.87,0.0,,,,,GAYRIMENKUL,,,,,,0.015011009760200976,,32663,28699.34,35179.953,35282.25,25893.973,237.0,222.2,242.87308471571484,198.94817652273017,244.13452,178.66753,244.1345179104797,163.5701270000214,234.4,229.0,362.44586,28.940876,5.1,2.244718309859155,23.656686083323,11.338338928402202,21.4053,10.149757201105576,7.3,3.244444444444445,24.5471,11.81552700347384,0.7367044,13.12751,9.057437,10.909922,3.04112,0.0,0,37264000.0,199549377,8656427200.0,210840279.8074862,180471119.7913843,17.130178179889658,1.05,,13.26210532780787,14.073370732469217,547.468379127158,-499003405.0
AKSA,AKSA AKRILIK A.S.,-0.1846722068328717,10.81,10.81,10.82,-0.02,11.1,10.79,15744325,171271896.11,18:19:01,171271896.11,302570282.76381195,222940546.78427768,181567621.7450223,192993191.8802,,32.41999816894531,46.353546142578125,10.919806,10.871307,10.98044,,KIMYA,,,,,0.4654414653778076,0.33682140707969666,,15744325,18123860.0,21850000.0,28052510.0,17838050.0,11.2,10.27,11.2,9.37,13.00953,8.57,13.0095279304557,7.65322412319117,11.1,10.79,13.00953,0.4356401,0.54,5.258033106134372,1.41,15.0,-1.52284,-12.347845265161956,0.26,2.4644549763033177,1.3,13.669821240799156,18.710535,0.22018765,0.7178335,-4.333876,9.88459,1.57775,0,3885000000.0,212601000,41996850000.0,1022876398.03593,875747360.4662995,79.11916805606579,1.57,,11.412697356569382,10.001613642536354,2322.2368965610735,5925151000.0
AKSEN,AKSA ENERJI URETIM,-1.5717092337917484,40.08,40.06,40.08,-0.64,41.12,39.88,5972703,241553640.28,18:19:01,241553640.28,256418665.5342028,217628510.54174453,155513741.1788616,159897160.6115,,18.97,28.4903485923388,40.496108,40.449206,40.541065,,ELEKTRIK,,,,,0.30917465686798096,0.22373735904693604,,5972703,4384510.5,5213649.5,6197608.0,4292418.0,42.86,39.88,43.74,38.6,43.74,29.92,43.74,29.92,41.12,39.88,51.429913,2.3365026,-2.02,-4.798099762470309,1.4,3.619441571871768,0.88,2.2448979591836733,-2.02,-4.798099762470309,0.24,0.6024096385542169,3.9517398,-6.6036882,-3.6490695,-8.662281,3.45841,4.656,0,1226338236.0,1351953253,49151636498.88,1197250544.1372485,1024730660.106385,29.670601788434823,1.0,,8.751145013391472,5.01766457818987,1519.1944023059782,36572128401.0
AKSGY,AKIS GAYRIMENKUL YAT ORT,0.5161290322580645,7.79,7.79,7.83,0.04,7.96,7.76,14358198,113068813.34,18:19:01,113068813.34,99474827.21818368,57874188.31940497,27562596.7450946,29315007.853144,,47.22999954223633,,,,,,GAYRIMENKUL,,,,,,0.17942729592323303,,14358198,4293991.0,7879816.0,12986720.0,4105176.0,7.96,7.48,7.96,6.82,7.96,5.918592,7.96,5.37964729503691,7.96,7.76,7.96,0.5106061,0.21,2.770448548812665,0.91,13.226744186046512,0.440755,5.997282714074711,0.08,1.0376134889753568,0.77,10.968660968660968,7.236415,10.003078,14.675474,-74.430115,17.55741,1.44578,0,2415000000.0,813309540,18812850000.0,458249134.79301286,392216934.6166468,4.657361936079779,0.5,,7.615827681322447,7.13985098357995,909.188669311544,1254154777.0
AKSUE,AKSU ENERJI VE TIC A.S.,-5.377358490566038,20.06,20.06,20.44,-1.14,21.18,20.0,370404,7546527.38,18:19:01,7546527.38,12072250.61230063,11405488.52990363,10891657.38369462,11729171.55124,,83.22000122070312,,,,,,ELEKTRIK,,,,,,0.023245619609951973,,370404,669270.8,592500.1,576763.8,715523.1,22.1,19.33,22.1,16.52,25.0,10.0,25.0,10.0,21.18,20.0,31.23559,2.530082,-0.26,-1.279527559055118,2.09,11.630495269894269,8.35,71.3065755764304,-1.24,-5.821596244131455,2.39,13.52574985851726,1.1206319,-7.9924326,5.246065,3065.0986,0.08089,0.0,0,66000000.0,7033284,1323960000.0,32246405.050465684,27608129.5469294,0.0,1.84,,81.80369286444515,81.00006068213555,613.0636748799326,13135507.0
AKYHO,AKDENIZ YATIRIM HOLDING,-2.2099447513812156,3.54,3.53,3.54,-0.08,3.62,3.5,3112285,11066488.28,18:19:01,11066488.28,17246662.8439221,23738092.918747365,26053800.120224517,20164010.35728,,77.62999725341797,43.5595703125,,,,,HOLDING,,,,,,0.013331125490367413,,3112285,5967880.0,6558125.0,4801826.0,8237700.0,3.77,3.43,4.07,3.3,4.62,2.4,4.62,2.4,3.62,3.5,6.622341,0.8712057,-0.01,-0.28169014084507044,-0.01,-0.28169014084507044,0.84,31.11111111111111,0.07,2.0172910662824206,0.14,4.117647058823529,2.4119537,66.7814,95.409874,1.0067947,0.0,0.0,0,248190000.0,-38313,878592600.0,21399024.784692727,18321020.51404387,0.0,1.47,,0.0,0.0,159.75455395960597,2260359.0
ALARK,ALARKO HOLDING,-2.6572668112798263,89.75,89.7,89.75,-2.45,92.65,89.3,4100880,371474712.6,18:19:01,371474712.6,384331761.6875,379843010.8192824,498053075.5075574,582113129.2187,,37.08000183105469,45.40363311767578,90.571678,90.295821,90.852692,,HOLDING,,,,0.5136363506317139,0.4326852262020111,0.31311702728271484,,4100880,6607565.0,4090697.0,4143070.0,5625804.0,95.7,89.3,99.15,87.15,104.5779,73.10724,104.57788474447,73.1072375678784,92.65,89.3,140.3031,4.335236,-2.6,-2.8153762858689766,-0.25,-0.2777777777777778,0.25079,0.28021476390685457,-4.65,-4.9258474576271185,-4.2,-4.470463012240554,9.864715,-1.6548929,4.4186506,-9.060374,7.38002,7.01081,0,435000000.0,-3250649000,39041250000.0,950889725.6537158,814115145.2264853,98.7873382168748,0.61,,0.0,0.0,1923.3878840209843,8211692000.0
ALBRK,ALBARAKA TURK KATILIM BANKASI,-0.8064516129032259,8.61,8.6,8.61,-0.07,8.72,8.55,10546285,90840080.35,18:19:01,90840080.35,169439543.45330766,160510493.39766026,109952596.84479144,130802823.11068,,40.27,0.0,,,,,BANKA,,,,,,0.17729969322681427,,10546285,18457182.0,18376102.0,19613112.0,16351433.0,8.85,8.5,9.52,8.16,9.52,5.4666815,9.52,4.785778068296555,8.72,8.55,9.52,1.1120598,-0.1,-1.148105625717566,-0.24,-2.7118644067796613,2.355416,37.65903535710768,0.03,0.3496503496503497,-0.48,-5.2805280528052805,27.798994,-3.8297384,-0.82762396,38.63521,12.08385,27.42559,0,2500000000.0,9101997000,21525000000.0,524314426.9164149,448758081.55451053,1.8649337439508784,1.08,,0.0,,638.3472341564061,0.0
ALCAR,ALARKO CARRIER SAN VE TIC A.S.,-3.3431661750245825,983.0,982.5,983.0,-34.0,1020.0,979.0,55844,55710991.5,18:19:01,55710991.5,71476416.58600023,63283477.97280925,54225887.24647197,56906888.3964,,15.920000076293944,17.053340911865234,,,,,METALESYA,,,,,,0.032217107713222504,,55844,55653.57,62436.0,70676.0,53909.61,1050.0,979.0,1085.0,964.0,1334.245,799.3107,1334.24501988054,799.310719322588,1020.0,979.0,1843.978,74.2521,-13.0,-1.3052208835341366,11.0,1.131687242798354,-37.417,-3.666834245215437,-10.5,-1.0568696527428283,-19.0,-1.8962075848303397,1.3395793,68.68281,59.876415,533.1909,0.0,0.0,0,10800000.0,-285244600,10616400000.0,258573321.38264292,221380514.9113427,20.05584291441072,5.26,,0.0,0.0,1169.9621776066006,1690710713.0
ALCTL,ALCATEL LUCENT TELETAS TELEKOM,-2.667814113597246,113.1,113.0,113.2,-3.1,116.8,112.5,437573,50117201.5,18:19:01,50117201.5,61782757.05450006,71671728.58395426,70020404.33892328,67370090.01632,,34.970001220703125,10.221166610717772,,,,,BILISIM,,,,,,0.0313095897436142,,437573,581079.2,623424.9,531653.0,595335.9,118.9,112.5,127.6,105.5,151.1,90.6,151.1,90.6,116.8,112.5,164.5,21.0,-2.4,-2.077922077922078,-5.8,-4.878048780487805,-6.8,-5.67139282735613,-3.0,-2.5839793281653747,-7.4,-6.141078838174274,5.8357334,22.724293,13.267972,85.02637,10.18741,2.55394,0,38700772.0,-129807900,4377057313.2,106607724.591793,91273426.18897878,0.0,1.47,,10.650234533743694,13.630846013149954,323.5955056179775,-957116474.0
ALFAS,ALFA SOLAR ENERJI,-1.4895729890764648,49.6,49.6,49.62,-0.75,51.3,49.6,2503421,125985642.07,18:19:01,125985642.07,192618294.17456484,164990166.57559997,167364907.54113978,170826606.33856,-24940749.630000245,22.979999542236328,1.035787582397461,50.02508,49.601792,50.655818,,ELEKTRIK,,S,0.0,0.0,0.10934680700302124,0.07912991940975189,,2503421,3069559.0,3349143.0,3820872.0,3005030.0,51.65,48.8,52.65,46.24,86.0,37.86,86.0,37.86,51.3,49.6,167.6864,7.845183,0.94,1.9317714755445952,1.68,3.5058430717863107,-18.35,-27.005150846210448,-0.28,-0.5613472333600642,2.92,6.2553556126820915,6.8804274,3.6589708,1.2693067,-14.470004,0.20421,0.00163,0,368000000.0,36206470,18252800000.0,444565683.33268386,380620008.9082698,0.0,3.6,,42.14729674782593,37.58867467588069,,2213635295.0
