SEMBOL,ACKL,%FARK,SON,ALIŞ,SATIŞ,FARK,YÜKSEK,DÜŞÜK,T.ADET,T.HACİM,SAAT,G.HACIM,7GUN.ORT.HACIM,30GUN.ORT.HACIM,52HAFTA.ORT.HACIM,BUYIL.ORT.HACIM,NETFARKHACIM,HALK.ACK,IHRYUZDE,VA.IPT.VOL.AOF,VA.IPT.AL.VOL.AOF,VA.IPT.SAT.VOL.AOF,BORSA,SEKTOR,H.GRUP,ISL.TURU,XU030 DAKI AG.,XU050 DEKI AG.,XU100 DEKI AG.,XUTUM DEKI AG.,BORSASEMBOLU,G.ADET,BU.YIL.ORT.ADET,30GUN.ORT.ADET,7GUN.ORT.ADET,52HAFTA.ORT.ADET,7GUNLUK.YUKSEK,7GUNLUK.DUSUK,30GUNLUK.YUKSEK,30GUNLUK.DUSUK,BU.YIL.YÜK.,BU.YIL.DÜŞ.,52HAFTALIK.YUKSEK,52HAFTALIK.DUSUK,G.YÜKSEK,G.DÜŞÜK,5YIL.YUK.,5YIL.DUS.,7GUNLUK.F,7GUNLUK.F%,30GUNLUK.F,30GUNLUK.F%,BU.YIL.FARK.,BU.YIL.FARK%,BU.HAFTA.FARK,BU.HAFTA.FARK%,BU.AY.FARK,BU.AY.FARK%,YABANCI PAYI %,YABANCI PAYI HAFTALIK DEĞ. %,YABANCI PAYI AYLIK DEĞ. %,YABANCI PAYI YILLIK DEĞ. %,YATFONORAN,EMEKLILIKYATFONORAN,TEOESLESME FARK(%),OD.SER,N.KAR,PIY.DEG,PIY.DEG.($),PIY.DEG.(E),F/K,PD/DD,PD/EFK,FD/FAVOK,PD/EBITDA,5YILLIKGETIRI%,NETBORC
DOGUB,DOGUSAN BORU SANAYII VE TICARET,-0.09478672985781993,21.08,20.64,21.08,-0.02,21.6,20.5,248712,5212594.78,18:19:01,5212594.78,8322675.254999991,6492385.3982234225,9986538.563881526,4643853.636168,,43.85,0.0,,,,,TASTOPRAK,,,,,,0.00784095749258995,,248712,252373.23,324800.44,394309.0,463016.5,21.88,20.02,21.88,18.63,22.0,14.5,27.82,14.5,21.6,20.5,34.86,2.6528497,1.04,5.189620758483034,0.56,2.729044834307992,1.1,5.505505505505505,0.84,4.150197628458499,0.18,0.861244019138756,1.3515757,288.18442,146.41718,50.743443,0.0,0.0,0,39000000.0,-23957422,822120000.0,20023576.63380227,17143414.803409167,0.0,10.99,,0.0,0.0,614.2627219576491,-3128679.0
DOHOL,DOGAN HOLDING,0.0,19.3,19.3,19.31,0.0,19.53,19.18,10410511,201494503.67,18:19:01,201494503.67,302605175.0609547,344897184.96921915,326237175.266452,326279151.688,,35.65,8.784972211160163,19.336123,19.300583,19.393012,,HOLDING,,,,0.6465367078781128,0.5446399450302124,0.39413419365882874,,10410511,21485238.0,19154214.0,15628581.0,22045398.0,19.55,19.12,19.7,15.71,19.7,12.85,19.7,12.54,19.53,19.18,19.7,1.8529277,0.0,0.0,3.62,23.086734693877553,4.81,33.19530710835058,-0.07,-0.3613835828600929,3.39,21.307353865493397,18.46877,-0.2351262,-4.2267795,23.294792,18.42752,22.14187,0,2616996091.0,-475578000,50508024556.3,1230174792.3965356,1053228258.4895476,24.630323233237945,0.69,,5.354492470072612,13.16422524761665,893.148816917904,-29964101000.0
DOKTA,DOKTAS DOKUMCULUK,-4.090267983074754,27.2,27.18,27.2,-1.16,28.62,27.1,650334,17903173.92,18:19:01,17903173.92,41802459.31114823,34703045.23023377,15089757.254692389,16558934.232024,,9.87,71.44230548413096,,,,,METALANA,,,,,,0.01910271681845188,,650334,709048.75,1309010.5,1495583.8,635578.56,29.32,26.84,29.32,23.52,29.32,18.0,29.62,18.0,28.62,27.1,48.394527,8.261801,-0.62,-2.2286125089863407,2.8,11.475409836065571,1.22,4.695919938414165,0.24,0.8902077151335313,2.82,11.566858080393764,0.8827496,73.019196,1205.8945,3089.7935,0.0,0.0,0,324000000.0,-700870660,8812800000.0,214644791.70726004,183770600.37401387,0.0,1.35,,51.73044416704299,25.960566974564365,170.3497849128917,8748066787.0
DSTKF,DESTEK FINANS FAKTORING,9.992254066615027,710.0,710.0,0.0,64.5,710.0,645.5,12676170,8414855851.0,18:19:01,8414855851.0,2599015369.363999,1646466039.522563,857497568.5261211,857497587.6656,,24.649999618530273,,664.828853,664.083958,666.62196,,FINANSAL,,,,2.1038143634796143,1.7722448110580444,1.2825027704238892,,12676170,3599918.0,2751982.0,3965105.0,3599918.0,710.0,604.0,710.0,481.5,710.0,51.65,710.0,51.65,710.0,645.5,710.0,51.65,110.5,18.43202668890742,215.0,43.43434343434344,0.0,0.0,105.0,17.355371900826448,174.0,32.46268656716418,8.526334,3.8589737,9.852986,0.0,62.11537,0.0,0,333333333.0,1505198000,236666666430.0,5764610643.501051,4935128769.951822,91.075557345853,0.0,,0.0,,,
DURDO,DURAN DOGAN BASIM VE AMBALAJ,-4.3577981651376145,4.17,4.17,4.23,-0.19,4.48,4.17,8512064,36644015.53,18:19:01,36644015.53,56270449.581910245,94154289.6681352,42075389.85499718,41944888.4693,,32.6,32.587751852405056,,,,,KAGIT,,,,,,0.015818137675523758,,8512064,11059452.0,21329518.0,12417336.0,11055850.0,4.9,4.17,4.99,3.8,4.99,2.86,5.94,2.11,4.48,4.17,5.94,0.5177835,-0.49,-10.515021459227468,0.23,5.83756345177665,0.022,0.5303760848601735,-0.34,-7.53880266075388,-0.08,-1.8823529411764703,0.32015875,56.99317,-26.57615,-76.95266,0.00601,0.0,0,500000000.0,-181443970,2085000000.0,50782191.89092424,43478007.00986419,0.0,1.5,,11.151663557615972,8.348161755317555,699.8534561054041,700190225.0
DURKN,DURUKAN SEKERLEME,-2.2046353872244207,17.3,17.25,17.3,-0.39,17.72,17.19,3689942,64251454.4,18:19:01,64251454.4,98730100.72368176,87779470.73061472,132887814.56926872,84034182.27484,,32.0099983215332,45.315711975097656,,,,,GIDA,,,,,,0.01589985564351082,,3689942,5116118.0,5245755.0,5714449.0,8173660.0,17.9,16.59,17.9,15.1200471865235,20.61915,12.73477,24.810849706731,11.7666901867401,17.72,17.19,24.81085,11.76669,0.33,1.944608131997643,1.6510006676773,10.55019961734672,0.91246,5.568010817975121,0.17,0.99241097489784,1.8506,11.97845871037063,,,,,0.00032,0.00037,0,132500000.0,42483227,2292250000.0,55833365.809933946,47799502.53901949,16.68049279222244,1.12,,14.568002222267296,11.652065523045492,,573636999.0
DYOBY,DYO BOYA FABRIKALARI SAN TIC AS,-2.3780487804878048,16.01,16.0,16.01,-0.39,16.8,15.95,5443154,89293865.49,18:19:01,89293865.49,103610171.88567616,106097789.8357802,98579626.04635064,119510064.72734,,25.26,5.664884662163788,,,,,KIMYA,,,,,,0.026027582585811615,,5443154,6429998.0,6473087.5,6321797.5,5144421.5,17.11,15.78,18.0,15.2,30.88,12.1,30.88,12.1,16.8,15.95,30.88,1.78863,0.22,1.3932868904369853,0.17,1.073232323232323,-6.47,-28.781138790035584,-0.05,-0.31133250311332505,0.27,1.7153748411689964,0.9399485,72.25229,1.3541566,23.20795,0.09594,0.0,0,300000000.0,-494641300,4803000000.0,116981711.10412908,100155811.8313562,0.0,0.74,,5.5420251170044095,2.804564570848238,720.1466120926801,4688079975.0
DZGYO,DENIZ GAYRIMENKUL YAT ORT,-2.763157894736842,7.39,7.39,7.4,-0.21,7.69,7.38,7531547,56285082.27,18:19:01,56285082.27,116521436.399942,77161834.39029658,87466907.1669296,78787078.52856,,28.04,0.0,,,,,GAYRIMENKUL,,,,,,0.015377894975245,,7531547,10480523.0,10314997.0,14945721.0,10615853.0,8.15,7.38,8.15,7.02,10.59,5.18,14.58,4.56,7.69,7.38,14.58,1.48,-0.25,-3.2722513089005236,0.17,2.3545706371191137,-3.12,-29.686013320647003,-0.46,-5.859872611464969,0.1,1.3717421124828533,1.0580602,40.96006,318.2172,-69.39402,0.01337,0.0003,0,400000000.0,-397697,2956000000.0,71996414.79287635,61640556.31644711,6.2162872614478735,0.62,,16.615504237393417,31.821103129227676,315.6699119668499,-1412513895.0
EBEBK,EBEBEK MAGAZACILIK,0.9363295880149812,53.9,53.8,53.9,0.5,54.25,53.1,653357,35169325.05,18:19:01,35169325.05,49289467.68825001,52556439.11535264,36571814.64431176,34466830.490484,,23.3700008392334,1.2084578275680542,,,,,PERAKENDE,,,,,,0.04673368111252785,,653357,707023.8,1031384.0,901746.5,755905.0,55.9,53.1,55.9,46.7,62.1,39.2,62.55,39.2,54.25,53.1,81.90542,39.2,-0.35,-0.6451612903225807,6.9,14.680851063829786,-8.2,-13.20450885668277,-0.9,-1.6423357664233578,5.4,11.1340206185567,9.5760145,-3.0345361,-11.238456,-2.462605,14.2437,13.64484,0,160000000.0,-67041920,8624000000.0,210058652.7407003,179833312.20264113,0.0,2.04,,3.1597642478045307,2.841200442001071,,966948414.0
ECILC,ECZACIBASI ILAC,-1.028481012658228,62.55,62.5,62.8,-0.65,65.6,62.55,6373263,407462288.95,18:19:01,407462288.95,578861133.4305004,438758128.60627216,173515373.99109644,186611798.03856,,18.74,22.47408607188999,,,,,HOLDING,,,,,,0.17652960121631622,,6373263,3853392.5,7608334.0,8605565.0,3715847.2,72.0,62.55,72.0,49.04,72.0,36.585506,72.0,35.89084551885428,65.6,62.55,72.0,4.9596014,-5.85,-8.552631578947368,12.85,25.855130784708248,16.62515,36.200771477751154,-6.45,-9.347826086956522,12.81,25.75392038600723,8.216646,1.5523658,-5.3117332,14.962372,4.04221,0.13576,0,685260000.0,1929940000,42863013000.0,1043985400.819834,893812172.5073861,14.645109301006569,0.81,,0.0,0.0,1135.096404655099,-895848000.0
ECZYT,ECZACIBASI YATIRIM,-2.3553719008264467,236.3,236.3,236.9,-5.7,244.0,235.9,445488,106635323.9,18:19:01,106635323.9,142845934.1130547,142024790.5442792,62792406.65945579,58564335.60576,,18.34,0.0,,,,,HOLDING,,,,,,0.11831966787576675,,445488,299570.44,617688.3,572778.75,324792.3,260.25,235.9,260.25,190.0,260.25,160.14136,260.25,160.141350141563,244.0,235.9,330.77197,12.747068,-9.4,-3.825803825803826,45.7,23.97691500524659,45.485,23.837224536855068,-18.2,-7.1512770137524555,42.8,22.11886304909561,3.1349711,1.3046753,-10.38843,-30.50253,0.09878,0.0,0,105000000.0,578208662,24811500000.0,604316914.7358191,517388283.41738385,21.88609509864025,1.04,,0.0,0.0,1741.1055047730054,-543697554.0
EDATA,E-DATA TEKNOLOJI,-1.1131725417439704,5.33,5.33,5.34,-0.06,5.56,5.32,8587564,46660418.95,18:19:01,46660418.95,73687491.32207625,168126887.96915448,48270804.39068378,53739709.7892,,36.119998931884766,1.608634352684021,,,,,BILISIM,,,,,,0.0157978143543005,,8587564,10923600.0,28204900.0,13362970.0,9678322.0,5.77,5.32,7.15,5.21,7.15,3.4,7.15,3.4,5.56,5.32,12.28585,0.7384937,-0.15,-2.737226277372263,0.14,2.697495183044316,1.080305,25.4207654902293,-0.15,-2.737226277372263,-0.33,-5.830388692579506,1.4809803,-57.11839,-19.357092,341.5823,3.00444,3.32808,0,402170000.0,857238,2143566100.0,52211805.08193846,44699048.20133323,0.0,2.65,,0.0,0.0,,-4566355.0
EDIP,EDIP GAYRIMENKUL YATIRIM SAN TI,-1.2552301255230127,37.76,37.74,37.76,-0.48,38.88,37.52,2605134,99449209.3,18:19:01,99449209.3,123707155.91041324,181991028.88394836,77681690.80454141,99453407.22512,,47.83,0.0,,,,,INSAAT,,,,,,0.025004860013723373,,2605134,3256018.8,4836196.0,3167133.8,2709207.8,40.46,37.52,41.64,33.56,49.8,17.38,49.8,17.38,38.88,37.52,49.8,1.91,-1.66,-4.211060375443937,3.66,10.733137829912025,16.22,75.30176415970287,-2.42,-6.022896963663515,2.92,8.381171067738231,0.6708997,-68.62002,27.129072,167.91159,0.0,0.00061,0,65000000.0,455117622,2454400000.0,59780159.82619328,51181016.98082047,2.100405978078553,0.41,,11.622293981703589,7.80260272105,1447.5409836065571,1201528588.0
EFORC,EFOR CAY SANAYI,1.9878997407087295,118.0,117.9,118.0,2.3,122.5,115.8,2552968,305754051.3,18:19:01,305754051.3,248742643.0203583,451771391.2132397,194041220.10945192,194886189.3365,-12923326.100000003,24.790000915527344,,119.710672,119.257426,120.245018,,GIDA,,S,0.0,0.0,0.32075634598731995,0.23211856186389923,,2552968,1936405.0,3456131.0,2184721.0,3166128.0,122.5,105.4,160.222793590289,101.987202154417,160.2228,58.18565,160.222793590289,26.4107896666287,122.5,115.8,160.2228,14.30418,10.0,9.25925925925926,-18.948534920378,-13.836245076586394,59.51469,101.76006590372864,11.8,11.111111111111112,-23.4436,-16.574521576091108,12.505236,-11.136482,-34.918076,104.51728,40.70949,0.54094,0,363000000.0,17501251,42834000000.0,1043327032.872815,893202701.1697507,131.19584427040422,9.36,,29.965747200762745,29.068405368245752,,1322285814.0
EGEEN,EGE ENDUSTRI,-4.100946372239748,8360.0,8355.0,8360.0,-357.5,8785.0,8350.0,21948,186276902.5,18:19:01,186276902.5,223397974.27775,192470665.5824585,176801113.6377945,163523653.8728,,35.98,92.09637333043317,8396.559406,8286.877092,8576.669119,,METALESYA,,,,,0.2681898772716522,0.19407829642295835,,21948,18823.691,23567.953,26398.0,18939.016,8792.5,8102.5,8792.5,7700.0,10638.858,6800.0,11799.687197674964,6800.0,8785.0,8350.0,18203.143,605.83875,190.0,2.3255813953488373,640.0,8.290155440414507,-1391.458,-14.269230303817132,162.5,1.9823116803903629,480.0,6.091370558375635,11.055425,2.4020722,2.7855222,1.734064,0.04353,0.00888,0,3150000.0,65367000,26334000000.0,641425975.6329253,549101574.4081217,58.38299457273598,3.69,,32.37441166593678,32.3525091622023,1144.4576233896105,17828000.0
EGEGY,EGEYAPI AVRUPA GMYO,0.4288777698355968,28.1,28.1,28.16,0.12,28.48,27.58,1268368,35705942.28,18:19:01,35705942.28,54687049.23071792,54432200.144961014,94623163.54673536,94623144.62255,3218739.459999996,30.56999969482422,,,,,,GAYRIMENKUL,,S,0.0,0.0,0.0,0.037764108623,,1268368,5489903.0,2101128.0,1949549.0,5489903.0,29.36,26.68,29.36,23.22,29.36,14.5,29.36,14.5,28.48,27.58,29.36,14.5,1.2,4.4609665427509295,4.68,19.982920580700256,0.0,0.0,-0.1,-0.3546099290780142,3.52,14.320585842148088,,,,,9.90232,3.28717,0,200000000.0,303248295,5620000000.0,136880536.41582456,117192517.69565313,20.945608503469813,5.07,,0.0,0.0,,-228658235.0
EGEPO,NASMED EGEPOL,-2.620087336244542,8.92,8.92,8.93,-0.24,9.25,8.81,6469562,57859292.99,18:19:01,57859292.99,101543323.23146774,116867983.19623998,52701354.96240201,69845219.268264,,20.25,2.3885576725006104,,,,,EGITIM,,,,,,0.019335085526108745,,6469562,9337912.0,13344500.0,11119800.0,7412666.0,9.67,8.75,10.47,7.55,10.47,4.82,10.47,4.165,9.25,8.81,10.47,1.23,-0.73,-7.564766839378239,0.23,2.6467203682393556,2.945,49.28870292887029,-0.01,-0.11198208286674131,1.08,13.775510204081632,2.1417947,617.0179,-64.078735,142.10257,0.0,0.0,0,500000000.0,-1962746,4460000000.0,108634229.03797811,93002849.30702452,1212.6155519303968,2.75,,16.458225306160088,16.658743425905083,,-53684170.0
EGGUB,EGE GUBRE,-0.0968054211035818,103.2,103.2,103.3,-0.1,104.8,102.0,426524,44156944.1,18:19:01,44156944.1,57801200.525000006,62596171.94895227,83796938.23742299,85863718.5336,,45.47,0.0,,,,,KIMYA,,,,,,0.09618987888097764,,426524,1099943.9,597414.0,548471.0,1147694.0,109.0,102.0,110.8,98.55,110.8,54.73908,110.8,51.616705468638706,104.8,102.0,110.8,8.482492,-4.9,-4.532839962997225,4.35,4.400606980273141,41.04529,66.03729628856767,-4.2,-3.910614525139665,2.2,2.1782178217821784,2.5373921,3.4720597,17.735327,118.34483,0.7433,1.37717,0,100000000.0,256672319,10320000000.0,251367664.180595,215186764.1790771,21.178440675740013,1.42,,9.489703957728016,9.220599958991729,1062.2217129368678,301190083.0
EGPRO,EGE PROFIL TICARET VE SAN A.S.,-1.471727343144849,25.44,25.4,25.44,-0.38,26.08,25.3,1568718,40203593.92,18:19:01,40203593.92,42720063.70229681,46664845.010666706,27704370.039768085,28977501.34972,,13.12,12.772347950391394,,,,,KIMYA,,,,,,0.03606418147683144,,1568718,1288660.6,2030224.0,1682475.8,1229554.5,26.36,24.8,26.36,20.08,26.912954,17.2,26.91295506005576,17.2,26.08,25.3,35.317364,1.7807368,0.32,1.2738853503184715,5.2,25.69169960474308,2.06192,8.819885978660352,0.44,1.76,4.82,23.375363724539284,0.36703867,-16.97682,-32.181274,-51.916786,0.40672,0.0,0,545000000.0,361506612,13864800000.0,337709533.9468133,289100915.5029136,17.48111911036022,1.88,,6.241246285714392,6.4401943904493795,1258.0842044237029,-428306277.0
EGSER,EGE SERAMIK,-4.301075268817204,3.56,3.55,3.56,-0.16,3.8,3.54,24618404,89529589.55,18:19:01,89529589.55,88698037.83436982,40016439.97441388,19076764.54257468,16527639.07872,,34.32,27.653767586780443,,,,,TASTOPRAK,,,,,,0.018890464678406715,,24618404,4721615.5,10903754.0,23285802.0,5261779.5,4.08,3.54,4.08,3.4,4.1,2.8,4.29,2.8,3.8,3.54,5.9282837,0.5589667,-0.07,-1.928374655647383,0.06,1.7142857142857144,-0.06,-1.6574585635359118,-0.24,-6.3157894736842115,-0.07,-1.928374655647383,0.21046984,-70.87301,144.07118,-97.2338,0.57227,0.0,0,720000000.0,-639621000,2563200000.0,62432712.87090127,53446387.01005915,0.0,1.17,,0.0,0.0,494.0441071074874,1180829395.0
EKGYO,EMLAK KONUT GAYRIMENKUL YAT ORT,0.570342205323194,21.16,21.16,21.18,0.12,21.68,21.1,202895020,4351821227.44,18:19:01,4351821227.44,3209031015.595507,3272686118.939752,2925148071.698269,3244428556.094,,48.349998474121094,,21.47631,21.433401,21.528656,,GAYRIMENKUL,,,1.6933599710464478,1.4581416845321655,1.228332757949829,0.8888953924179077,,202895020,215764600.0,163141200.0,151265500.0,211740400.0,21.98,20.3,21.98,18.62,21.98,10.69067,21.98,9.04520068856468,21.68,21.1,21.98,1.463216,1.04,5.168986083499006,1.78,9.184726522187823,7.8989,59.56444035562661,-0.2,-0.9363295880149812,1.31,6.599496221662469,34.77115,3.471136,22.192114,123.792336,11.10339,12.98225,0,3800000000.0,9434205000,80408000000.0,1958533876.3420951,1676720427.596239,3.433572574872832,0.67,,5.864050640315736,5.04344768147235,1167.3071878357675,13082924000.0
EKIZ,EKIZ YAG VE SABUN SANAYII A.S.,6.8493150684931505,78.0,77.9,78.0,5.0,80.3,70.6,59952,4644340.8,18:19:01,4644340.8,2655107.252250001,3213300.472111455,1697428.8417851934,1718165.0958472,,63.23,0.0,,,,,GIDA,,,,,,,,59952,28739.482,43935.285,35006.25,28312.293,80.3,70.6,81.75,59.25,81.75,45.6,81.75,45.6,80.3,70.6,96.55,5.5,1.95,2.564102564102564,15.0,23.80952380952381,21.3,37.56613756613756,2.8,3.723404255319149,17.75,29.46058091286307,,,,,0.0,0.0,0,9284470.0,166195,724188660.0,17640008.125930488,15098140.70219754,0.0,2.12,,0.0,0.0,785.3575482406357,-42774.0
EKOS,EKOS TEKNOLOJI,-2.93040293040293,26.5,26.5,26.58,-0.8,27.44,26.5,3452929,92803208.3,18:19:01,92803208.3,160011151.27059633,203512142.60395768,89018049.21086493,93638103.31716,-9816348.620000005,24.399999618530273,21.328269958496097,,,,,METALESYA,,S,0.0,0.0,0.0,0.033775705463,,3452929,3989418.0,7968706.0,5729701.0,3640305.0,29.68,26.5,29.68,21.64,29.68,17.24,34.32,17.24,27.44,26.5,73.3,14.04,-2.6,-8.934707903780069,4.8,22.119815668202765,1.16,4.577742699289661,-1.6,-5.693950177935943,4.58,20.89416058394161,0.74555594,-35.114475,356.56796,-99.26185,0.30702,0.0,0,280000000.0,-64628850,7420000000.0,180723918.64013776,154727487.7761114,32.431062139138874,2.36,,23.99584369499436,23.75326678405975,,75775711.0
EKSUN,EKSUN GIDA,0.8941877794336811,6.77,6.77,6.78,0.06,6.81,6.66,6252753,42034887.04,18:19:01,42034887.04,50593565.244042225,49832489.01747437,46609862.29651529,39442831.297092,,27.219999313354492,13.622591972351074,,,,,GIDA,,,,,,0.025534017011523247,,6252753,6369633.0,7590288.0,7549493.0,7329899.0,6.94,6.51,6.94,6.11,7.96,4.76,7.96,4.76,6.81,6.66,13.55667,4.76,0.27,4.153846153846154,0.57,9.193548387096774,-0.19,-2.7298850574712645,0.12,1.8045112781954888,0.52,8.32,1.8407747,24.228668,163.14351,1665.9497,0.57974,0.02279,0,600000000.0,-128906800,4062000000.0,98939963.75611372,84703491.90249632,0.0,1.84,,0.0,0.0,,1048318039.0
ELITE,ELITE NATUREL ORGANIK GIDA,-0.2748763056624519,36.28,36.28,36.3,-0.1,36.66,36.1,1200625,43633536.72,18:19:01,43633536.72,66035930.29775006,80899577.66585892,109347249.06425709,94821736.55175,-8430743.600000009,31.36000061035156,83.24090576171875,,,,,GIDA,,S,0.0,0.0,0.0,0.031594770314,,1200625,2426175.0,2191558.0,1808339.0,2852760.0,37.04,36.1,39.4,34.96,47.36,29.8,47.7,26.9694705593268,36.66,36.1,76.53493,6.124312,0.04,0.11037527593818984,0.38,1.0584958217270195,-2.12,-5.520833333333334,0.0,0.0,-0.02,-0.05509641873278237,1.2046437,55.581364,157.17555,-67.01542,0.84987,0.04292,0,129600000.0,178613048,4701888000.0,114526004.01410782,98040703.08243392,18.132165113839697,2.52,,8.364704883919652,8.48871040109432,,-68686529.0
EMKEL,EMEK ELEKTRIK A.S.,-2.604166666666667,93.5,93.4,93.5,-2.5,97.0,86.45,1576365,149555287.05,18:19:01,149555287.05,180526536.31235564,227278560.3751489,178544607.7400472,256350606.2939,,80.56,61.59690171264275,,,,,METALESYA,,,,,,0.23408566415309903,,1576365,7297195.0,2743057.0,1934498.2,5645675.0,98.05,86.45,98.05,67.2,98.05,14.05,98.05,9.95,97.0,86.45,98.05,0.7160554,2.75,3.0303030303030303,21.35,29.59112959112959,77.93,500.51380860629416,1.5,1.6304347826086958,12.5,15.432098765432098,1.7699044,0.3780937,13.063048,1002.1542,2.03436,0.0,0,150000000.0,6261827,14025000000.0,341612410.5779278,292439790.2440418,2194.148936170213,15.18,,349.84959295391724,339.8334680896812,12435.343636000434,413367618.0
EMNIS,EMINIS AMBALAJ,-4.090909090909092,211.0,211.0,211.5,-9.0,220.5,211.0,12382,2631323.8,18:19:01,2631323.8,2063368.4329999983,3904051.753686408,3046543.108966775,3387850.918108,,34.01,3.406179302436949,,,,,METALESYA,,,,,,,,12382,13104.623,18333.428,9524.5,11546.73,227.0,211.0,242.6,175.5,384.0,161.2,384.0,161.2,220.5,211.0,589.0,4.53,-18.0,-7.860262008733625,16.0,8.205128205128204,-55.0,-20.67669172932331,-8.0,-3.6529680365296806,17.9,9.269808389435529,,,,,0.0,0.0,0,6200000.0,-21590220,1308200000.0,31864339.07437042,27277699.365223203,0.0,6.9,,19.62701279044805,19.633066084036745,5021.35922330097,-403346.0
ENDAE,ENDA ENERJI HOLDING,-4.761904761904762,18.0,18.0,18.08,-0.9,19.02,18.0,3922703,72050503.99,18:19:01,72050503.99,79920593.13075015,103764560.65245771,152943794.62140232,152943809.92012,-16925112.749999944,23.540000915527344,,,,,,ELEKTRIK,,S,0.0,0.0,0.0,0.034116232983,,3922703,9074479.0,5259013.0,4228060.0,9074479.0,19.7,18.0,22.2,17.99,22.2,10.77,22.2,10.77,19.02,18.0,22.2,10.77,-1.49,-7.644946126218574,-1.32,-6.832298136645963,0.0,0.0,-0.84,-4.45859872611465,-1.45,-7.455012853470437,,,,,2.26113,0.00144,0,437197170.0,25732123,7869549060.0,191682618.23744187,164052189.09651262,0.0,0.83,,13.79213720486032,16.044428342105498,,-1104714685.0
ENERY,ENERYA ENERJI,1.2548262548262548,10.49,10.49,10.5,0.13,10.6,9.96,106228933,1100006622.95,18:19:01,1100006622.95,793789669.0746689,488282039.67508656,250942500.5507016,299401630.57479,-191802869.54999936,24.309999465942383,,10.357248,10.294071,10.425969,,ELEKTRIK,,S,0.0,0.0,0.622138812212,0.450217018097,,106228933,54510110.0,50443400.0,74072880.0,50288330.0,11.25,9.96,11.25,8.09022700577702,11.25,3.076284,11.25,3.04293522166747,10.6,9.96,11.25,1.567722,0.0,0.0,2.20001430272231,26.538215903614436,6.358463,153.90066699148525,-0.62,-5.5805580558055805,1.940328,22.694765366437448,10.861223,0.69991267,-4.023123,-21.910265,12.13858,0.00413,0,9000000000.0,3214835439,94410000000.0,2299592498.861286,1968574536.0160935,28.475909941202268,2.12,,19.09585309203693,19.90153791102333,,-3822051547.0
ENJSA,ENERJISA ENERJI,0.13245033112582782,75.6,75.6,75.75,0.1,76.5,75.25,3978295,301775532.75,18:19:01,301775532.75,283844511.66613793,246785883.6640453,229429290.11226133,249500996.21532,,19.969999313354492,,75.770447,75.651947,76.027318,,ELEKTRIK,,,,,0.5349013209342957,0.3870867192745209,,3978295,4241098.0,3612841.0,3883691.0,3964270.0,76.5,70.7,76.5,63.6,76.5,50.15528,76.5,49.7738721498022,76.5,75.25,76.5,5.821827,4.6,6.47887323943662,10.8,16.666666666666668,19.43753,34.60946429172364,3.65,5.072967338429465,10.85,16.756756756756754,23.076818,4.9053025,9.788003,15.222092,12.03629,17.69558,0,1181068967.12,-273266000,89288813914.272,2174847861.2763305,1861908992.2134511,0.0,1.07,,3.735412104464406,2.3506691111164972,1176.2548066355794,52598666000.0
ENKAI,ENKA INSAAT VE SANAYI A.S.,-1.706484641638225,72.0,71.95,72.0,-1.25,73.6,71.85,8649729,626999184.7,18:19:01,626999184.7,799548514.6710991,812074854.9630109,878128310.4830604,1004381405.6452,,8.27,53.744984109675606,72.612473,72.358852,72.903186,,INSAAT,,,2.140645980834961,1.8432968854904177,1.5527859926223757,1.1236892938613892,,8649729,17070924.0,11283127.0,10883588.0,15779415.0,74.75,71.85,76.0,65.75,76.0,44.841866,76.0,41.06327196637729,73.6,71.85,76.0,4.9387455,-2.0,-2.702702702702702,5.45,8.189331329827198,25.15317,53.692362962445905,-1.2,-1.639344262295082,2.4,3.4482758620689657,27.647184,-0.942887,-5.778658,-8.28069,3.87583,6.63001,0,6000000000.0,15567005000,432000000000.0,10522392967.534037,9007771079.174765,14.79254229870971,1.32,,10.34496642829007,14.610291279492538,1315.6354974533308,-126117974000.0
ENSRI,ENSARI SINAI YATIRIMLAR,-4.481132075471699,81.0,81.0,81.05,-3.8,86.0,80.55,932190,77096286.25,18:19:01,77096286.25,83247853.38550001,150968659.7969468,52555469.905176654,51652489.30422,-8614749.800000004,21.63999938964844,28.47479248046875,,,,,DOKUMA,,S,0.0,0.0,0.0,0.051268320530653,,932190,1990018.0,3081881.0,939633.0,2190323.0,94.7,80.55,94.7,34.92,94.7,15.12,94.7,15.12,86.0,80.55,94.7,4.65625,1.95,2.4667931688804554,49.24,155.03778337531486,62.2,330.8510638297872,-7.4,-8.371040723981901,38.76,91.76136363636364,1.9720675,-17.979021,-58.866978,-93.30701,52.86213,0.0,0,116800000.0,-32217160,9460800000.0,230440967.28307253,197282815.4089456,38.44525265660239,7.31,,0.0,0.0,,319666597.0
