symbol,date,close,volume,rsi_14,macd_26_12,macd_trigger_9,bol_upper_20_2,bol_middle_20_2,bol_lower_20_2,atr_14,adx_14
AKGRT,2001-11-16,0.02,413046000,66.20277063714809,0.0,0.0,0.0,0.0,0.0,0.0009103892857142856,16.78295184246162
AKGRT,2001-11-19,0.02,582412000,72.57848281260013,0.0,0.0,0.02396678177454121,0.0224728965,0.020979011225458793,0.0009619214285714288,20.08387974611852
AKGRT,2001-11-20,0.03,613531700,77.83248743471336,0.0,0.0,0.02494251839500228,0.0227254005,0.02050828260499772,0.0010821614285714289,23.961916466887732
AKGRT,2001-11-21,0.03,354972300,72.49050902922208,0.0,0.0,0.02549229072021118,0.022911773,0.02033125527978882,0.0011422814285714283,27.562950564744856
AKGRT,2001-11-22,0.03,180331200,67.5011549155088,0.0,0.0,0.025805586783578,0.0230801095,0.020354632216422,0.0011594585714285717,29.837977634957987
AKGRT,2001-11-23,0.03,77143390,67.5011549155088,0.0,0.0,0.02604008402529218,0.023272494,0.02050490397470782,0.0011938128571428572,31.950502771584457
AKGRT,2001-11-26,0.03,204068900,69.90356735177639,0.0,0.0,0.02640053928521428,0.0234348185,0.02046909771478572,0.0012367557142857143,32.88151835349326
AKGRT,2001-11-27,0.02,102816700,60.30230700534823,0.001063510131872891,0.0,0.02651708282640184,0.023549047,0.02058101117359816,0.0012625214285714283,33.74603282240858
AKGRT,2001-11-28,0.02,202854300,48.18566017344933,0.0008343790812526609,0.0,0.02651171463421216,0.023561071,0.02061042736578784,0.0013999392857142858,32.06858033745
AKGRT,2001-11-29,0.02,151824800,48.185660173449335,0.0006453518583307977,0.0,0.0264961013332953,0.023585119,0.0206741366667047,0.001365585,30.124613962659257
AKGRT,2001-11-30,0.02,397857800,53.30620319083702,0.0005666335285962235,0.0,0.0265094219460769,0.023633215,0.0207570080539231,0.0013999392857142858,28.968924219036637
AKGRT,2001-12-03,0.02,399441200,53.30620319083702,0.0004985022613842782,0.0,0.02651062932212196,0.023693335,0.02087604067787804,0.0014171164285714287,27.89578374281564
AKGRT,2001-12-04,0.02,143540200,51.82134790166704,0.00042025853623093895,0.0,0.02651062932212196,0.023693335,0.02087604067787804,0.0013999392857142858,26.89929615775328
AKGRT,2001-12-05,0.03,407912300,63.3616664002253,0.0005555956913246938,0.0,0.02676495076514702,0.0238676835,0.02097041623485298,0.0015115914285714286,27.65990872734593
AKGRT,2001-12-06,0.03,342707500,65.48168276980984,0.0007032556767534227,0.0006590088249867714,0.02709067229327564,0.0240720915,0.02105351070672436,0.001528767142857143,28.687921442557137
AKGRT,2001-12-07,0.03,310975500,61.64058853770841,0.0007629712131804504,0.0006798013026255071,0.02720816685366418,0.024270488,0.02133280914633582,0.0015115885714285717,29.6425046781104
AKGRT,2001-12-10,0.03,244209800,57.97798306145941,0.0007531030868690853,0.0006944616594742227,0.02724538149541222,0.0244147765,0.02158417150458778,0.0014257021428571428,30.52890339683843
AKGRT,2001-12-11,0.02,188149700,54.49112837797801,0.0006888303031565445,0.0006933353882106871,0.02713483324654438,0.024553053,0.02197127275345562,0.0013827592857142857,29.803024816055014
AKGRT,2001-12-12,0.02,126831600,51.1765633265825,0.0005826652412375279,0.0006712013588160553,0.02706177668074448,0.0246251975,0.02218861831925552,0.0014257028571428572,28.4759348881881
AKGRT,2001-12-13,0.02,269865200,54.17819644285869,0.000540806400802543,0.0006451223672133529,0.02705401251886756,0.02469133,0.02232864748113244,0.0014257028571428572,27.243637098025964
AKGRT,2001-12-14,0.03,241077900,57.023600667100645,0.000549806951449748,0.0006260592840606318,0.02707559639239006,0.0247875225,0.02249944860760994,0.0014257028571428572,26.612741999777953
AKGRT,2001-12-19,0.03,106687200,59.71745075022901,0.0005985520329944272,0.0006205578338473909,0.02717614969405708,0.0248416305,0.02250711130594292,0.0014257028571428572,26.892241459308476
AKGRT,2001-12-20,0.03,56411310,59.71745075022901,0.0006299215181591255,0.0006224305707097379,0.02707678495032748,0.024811571,0.02254635704967252,0.0013398164285714283,26.461541511143867
AKGRT,2001-12-21,0.03,17265440,55.67041342593618,0.0005993611829672608,0.0006178166931612425,0.02700631434331792,0.024781511,0.02255670765668208,0.0013140507142857143,26.061605844991018
AKGRT,2001-12-24,0.03,79617290,58.685651068145134,0.0006165465478970847,0.0006175626641084109,0.02707678495032748,0.024811571,0.02254635704967252,0.00131405,26.1372003137632
AKGRT,2001-12-25,0.03,89014380,58.685651068145134,0.0006229846936637891,0.0006186470700194866,0.02714497850662562,0.024841631,0.02253828349337438,0.0013484035714285715,26.207395177623088
AKGRT,2001-12-26,0.03,157567700,58.685651068145134,0.0006209292842939558,0.0006191035128743804,0.02714497850662582,0.024841631,0.02253828349337418,0.0013827578571428572,26.70987247151225
AKGRT,2001-12-27,0.03,196135200,67.07655027683315,0.0007561197267045543,0.0006465067556404152,0.02759787375874936,0.024991931,0.02238598824125064,0.0013312257142857142,27.57204030086173
AKGRT,2001-12-28,0.03,239152900,71.26633778486183,0.0009493393641863102,0.0007070732773495941,0.02817673635537486,0.0253045555,0.02243237464462514,0.0013741692857142855,29.03551848136077
AKGRT,2002-01-02,0.03,75851040,71.26633778486183,0.0010899035888322865,0.0007836393396461325,0.02860482714216452,0.02561718,0.02262953285783548,0.0014171135714285716,30.67444556403268
AKGRT,2002-01-03,0.03,218448500,71.26633778486183,0.001187611701146572,0.0008644338119462206,0.02902903773270114,0.0258817085,0.02273437926729886,0.001417115,32.196306426513736
AKGRT,2002-01-07,0.03,275150400,73.38176097966422,0.0012985893765934166,0.0009512649248756596,0.02949988774783724,0.0261762975,0.02285270725216276,0.0014600578571428572,34.12042331064378
AKGRT,2002-01-08,0.03,195449400,73.38176097966421,0.001370738958478056,0.001035159731596139,0.02982971407257826,0.0264829105,0.02313610692742174,0.001417115,35.90710327447883
AKGRT,2002-01-09,0.03,138047800,58.41805465398918,0.0012677677310830803,0.0010816813314935272,0.02994410554605106,0.0265730905,0.02320207545394894,0.0015459442857142856,35.22669600809115
AKGRT,2002-01-10,0.03,118229600,54.433512489938025,0.0011246857981544469,0.0010902822248257111,0.02998005790982736,0.026603151,0.02322624409017264,0.001545945,33.973805142488416
AKGRT,2002-01-11,0.03,96814510,54.433512489938025,0.0009997676364792553,0.00107217930715642,0.0300273093248529,0.026663271,0.0232992326751471,0.001503002142857143,32.23054796763998
AKGRT,2002-01-14,0.03,65773360,50.443168934765225,0.0008425441464319772,0.0010262522750115314,0.03002671307575644,0.0267233905,0.02342006792424356,0.001503002142857143,30.61180916242357
AKGRT,2002-01-15,0.03,87243240,46.752390402924306,0.0006618035300538307,0.0009533625260199912,0.02997554071900198,0.0267835105,0.02359148028099802,0.001588887142857143,28.821321550394337
AKGRT,2002-01-16,0.03,55141360,43.3375392447544,0.000464696739101678,0.0008556293686363286,0.02986821399716798,0.0268436305,0.02381904700283202,0.001588887857142857,27.1587259106529
AKGRT,2002-01-17,0.03,95250180,43.3375392447544,0.00030497265229755064,0.0007454980253685731,0.02982141412719092,0.0268736905,0.02392596687280908,0.001588887857142857,25.38108302744586
AKGRT,2002-01-18,0.03,76159100,47.76259661684399,0.0002243162007866526,0.000641261660452189,0.02979639489232684,0.0269037505,0.02401110610767316,0.001545945,23.73041463589647
AKGRT,2002-01-21,0.02,24657340,40.885468267650104,0.0,0.0005255392414714215,0.02986821399716798,0.0268436305,0.02381904700283202,0.001545945,22.944074301470813
AKGRT,2002-01-22,0.02,77834620,39.06803390917475,0.0,0.000401730900045938,0.02996431511020508,0.026765474,0.02356663288979492,0.0015030028571428572,22.670028692309177
AKGRT,2002-01-23,0.03,76978020,45.965742420459165,-0.00013804308878583008,0.00029377610227958437,0.02996431511020508,0.026765474,0.02356663288979492,0.001477237142857143,21.794176480314867
AKGRT,2002-01-24,0.02,80666910,42.71139727364464,-0.0002193254221350067,0.00019115579739666615,0.03001394776983308,0.026705354,0.02339676023016692,0.0014342935714285717,20.980885140605867
AKGRT,2002-01-25,0.03,69986510,46.76994736983037,-0.0002325497525694328,0.00010641468740344635,0.03002503508630768,0.026675294,0.02332555291369232,0.0013913507142857143,20.72542726999379
AKGRT,2002-01-28,0.02,22872510,43.45464197339041,-0.00028821952994604087,0.0,0.03006359402342214,0.026615174,0.02316675397657786,0.00139135,20.48821639013972
AKGRT,2002-01-29,0.02,106789600,43.4546419733904,-0.0003285508993442832,0.0,0.02998024881864158,0.026464874,0.02294949918135842,0.0012625207142857144,20.26794914456094
AKGRT,2002-01-30,0.02,182249700,40.15360373697496,-0.00040436435514809945,-0.0001158487948072339,0.0297100316527257,0.026224394,0.0227387563472743,0.0012281664285714285,20.681580159951395
AKGRT,2002-01-31,0.03,146911700,51.947042123772846,-0.0003152772979556695,-0.00015573449543692102,0.02934522372407074,0.026074094,0.02280296427592926,0.0012711092857142856,19.640357577301412
AKGRT,2002-02-01,0.03,76441560,48.51507901893097,-0.00028984581670284636,-0.00018255675969010608,0.02891965730372374,0.025893734,0.02286781069627626,0.0012711092857142856,18.673508036269286
AKGRT,2002-02-04,0.02,71179980,42.47150170100672,-0.00036253572949105793,-0.00021855255365029648,0.02826946037955952,0.0256231935,0.02297692662044048,0.0012281671428571428,18.339590904025933
AKGRT,2002-02-05,0.02,83148180,40.30844885522339,-0.0004537230317668241,-0.000265586649273602,0.02746370419961616,0.0253286045,0.02319350480038384,0.0012281671428571428,18.63155409972839
AKGRT,2002-02-06,0.02,77486560,38.212637536599054,-0.0005583626215069051,-0.00032414184372026256,0.02716726500872168,0.025100148,0.02303303099127832,0.0012109907142857145,19.26689627688039
AKGRT,2002-02-07,0.02,67294320,35.25180781498894,-0.0006915328684940693,-0.0003976200486750239,0.02705339091800322,0.0248656795,0.02267796808199678,0.0012367564285714289,20.353788970094357
AKGRT,2002-02-08,0.02,88481610,32.53682969302168,-0.0008455385848686957,-0.00048720375591375825,0.02696417736547202,0.024595139,0.02222610063452798,0.0012109914285714286,22.05085418596368
AKGRT,2002-02-11,0.02,40377860,37.70374742100459,-0.0008990117975853553,-0.0005695653642480777,0.02678864491093974,0.024390731,0.02199281708906026,0.0011766364285714286,23.626700457842336
AKGRT,2002-02-12,0.02,65481380,35.73859732141385,-0.0009690287956102554,-0.0006494580505205132,0.02672664119125526,0.0241923345,0.02165802780874474,0.0011251042857142858,24.750630764298617
AKGRT,2002-02-13,0.02,174941900,39.153895843552355,-0.0009744751753094193,-0.0007144614754782944,0.02665257594461916,0.024048046,0.02144351605538084,0.00115087,25.45298568719908
AKGRT,2002-02-14,0.02,109608500,39.153895843552355,-0.0009676371517083718,-0.0007650966107243099,0.02654532686112544,0.0239037575,0.02126218813887456,0.0011165157142857143,26.105172401320942
AKGRT,2002-02-15,0.02,63371410,35.840221815435854,-0.0010088032910328122,-0.0008138379467860104,0.02635113917051714,0.023693337,0.02103553482948286,0.0010993385714285714,27.054996293114275
AKGRT,2002-02-18,0.02,43836400,35.840221815435854,-0.001029559630491757,-0.0008569822835271598,0.02630553121050584,0.0235430365,0.02078054178949416,0.001064985,28.397290931672593
AKGRT,2002-02-19,0.02,70781670,37.87287901813642,-0.0010149052567858968,-0.0008885668781789071,0.02625353200775272,0.0234227965,0.02059206099224728,0.0010220414285714286,29.26062993591309
AKGRT,2002-02-20,0.02,53976960,34.35634970326756,-0.001049408807223916,-0.0009207352639879088,0.02608192701344214,0.023218388,0.02035484898655786,0.0009447442857142856,30.06230186842213
AKGRT,2002-02-21,0.02,31247500,34.35634970326756,-0.001064482428709841,-0.0009494846969322952,0.02596196837038402,0.0230440395,0.02012611062961598,0.0009103907142857144,30.98060034499601
AKGRT,2002-02-26,0.02,85737940,31.016311336448663,-0.0011217129591764789,-0.000983930349381132,0.02574714048942246,0.0228035585,0.01985997651057754,0.0009103914285714286,32.163419051346146
AKGRT,2002-02-27,0.02,52398490,35.516981674386976,-0.0011154014607195543,-0.0010102245716488167,0.02554167356850364,0.0226171855,0.01969269743149636,0.000893215,33.418287703011515
AKGRT,2002-02-28,0.02,65759200,31.14101754364536,-0.0011744789880171831,-0.0010430754549224895,0.02536920755422672,0.022382717,0.01939622644577328,0.0008932142857142857,34.73809826159214
AKGRT,2002-03-01,0.02,290950800,39.207306432654406,-0.0011306468628171236,-0.0010605897365014163,0.02517489268987098,0.022226404,0.01927791531012902,0.0009275685714285716,35.04293323659422
AKGRT,2002-03-04,0.02,174453300,42.814483423136075,-0.0010450526124430926,-0.0010574823116897517,0.02445403205150132,0.0220039595,0.01955388694849868,0.0008760371428571429,34.89213503621708
AKGRT,2002-03-05,0.02,253045400,46.24909404003385,-0.0009277149791022636,-0.001031528845172254,0.02378099139514909,0.021835623,0.019890254604850912,0.0008932142857142857,33.577482741760605
AKGRT,2002-03-06,0.02,72621670,42.15879044264512,-0.0008827623036460331,-0.00100177553686701,0.023368502655248508,0.0216913345,0.02001416634475149,0.0008932142857142857,32.61037427744635
AKGRT,2002-03-07,0.02,257450900,47.18873891179957,-0.0007799322325205414,-0.0009574068759977162,0.023052252729971096,0.0216071665,0.020162080270028904,0.0009103914285714286,30.992993624753566
AKGRT,2002-03-08,0.02,66378000,45.760246449749665,-0.0007096628351142954,-0.000907858067821032,0.022811836798774885,0.0215350225,0.020258208201225116,0.0008932142857142857,29.49114016153884
AKGRT,2002-03-11,0.02,63761160,45.760246449749665,-0.0006465211381707773,-0.0008555906818909811,0.02271949377609475,0.0214989505,0.020278407223905247,0.00085886,28.0965619456966
AKGRT,2002-03-12,0.02,74085310,41.39976812792681,-0.0006472349523811746,-0.0008139195359890197,0.022706654484897833,0.021462878,0.02021910151510217,0.0008932142857142857,27.91583913211228
AKGRT,2002-03-13,0.02,46192070,38.74887465537743,-0.0006787854911228684,-0.0007868927270157896,0.022614176986776625,0.0213666855,0.020119194013223377,0.0008932142857142857,27.9849806377131
AKGRT,2002-03-14,0.02,65921330,38.74887465537743,-0.0006957691269903165,-0.000768668007010695,0.02258038408552671,0.021294541,0.02000869791447329,0.0009103921428571428,27.62754664401859
AKGRT,2002-03-15,0.02,118796000,38.74887465537743,-0.0007011464015076584,-0.0007551636859100876,0.02243653485544543,0.0211983485,0.019960162144554566,0.0009103914285714286,27.55421443471195
AKGRT,2002-03-18,0.02,48376860,38.74887465537743,-0.0006973690934912436,-0.0007436047674263188,0.022259218869759664,0.021102156,0.019945093130240336,0.0008760364285714286,27.486120240355785
AKGRT,2002-03-19,0.02,40683150,38.74887465537743,-0.0006864624379970013,-0.0007321763015404553,0.022205329367919607,0.0210420355,0.019878741632080393,0.0008588585714285714,26.955438622776903
AKGRT,2002-03-20,0.02,56851230,41.46363560148637,-0.0006509100163078142,-0.000715923044493927,0.022133120559577252,0.0209939395,0.019854758440422747,0.0008416828571428572,26.010414751820417
AKGRT,2002-03-21,0.02,223749500,52.74165123598445,-0.0005197198281888465,-0.000676682401232911,0.022133120559577252,0.0209939395,0.019854758440422747,0.0008416828571428572,24.67589396836925
AKGRT,2002-03-22,0.02,247859600,59.46933204146642,-0.0003342784007088705,-0.0006082016011281029,0.022474348067078376,0.0210781075,0.019681866932921625,0.0008760364285714286,24.53697651948522
AKGRT,2002-03-25,0.02,100129300,60.96543297420848,-0.0001659965028176203,-0.0005197605814660064,0.02282277817920057,0.0211742995,0.01952582082079943,0.0008588592857142857,24.861382618248765
AKGRT,2002-03-26,0.02,100735800,58.6345761044507,0.0,-0.00042609718571845777,0.0230582664970286,0.02129454,0.0195308135029714,0.0008588592857142857,24.41323961261358
AKGRT,2002-03-27,0.02,162957000,61.78172776479798,0.0,-0.0003254258982170079,0.023377168102177368,0.0214147805,0.01945239289782263,0.000841682142857143,24.67200403413067
AKGRT,2002-03-28,0.02,66172370,59.35031921431425,0.0001580307845096886,-0.00022873456167166864,0.023543035548791107,0.0215710925,0.019599149451208893,0.0008588592857142857,24.91228528268225
AKGRT,2002-03-29,0.02,31677380,54.712644580581895,0.00018114522428236087,-0.0001467586044808627,0.02365269996370226,0.021655261,0.01965782203629774,0.0008932135714285715,24.05046638432496
AKGRT,2002-04-01,0.02,22664200,56.54120609270195,0.000216374084796194,0.0,0.02378643206842342,0.021727405,0.01966837793157658,0.0008588585714285714,22.920965155693455
AKGRT,2002-04-02,0.02,53622430,58.35216952214771,0.0002606928320956793,0.0,0.02392982965277484,0.021787525,0.01964522034722516,0.0008588585714285714,22.636264788274705
AKGRT,2002-04-03,0.02,103615500,53.54625754245675,0.00025407745938620845,0.0,0.02401005718239784,0.021859669,0.01970928081760216,0.0008588578571428572,21.71576627567041
AKGRT,2002-04-04,0.02,72069870,57.33083687377462,0.0002843661849342161,0.0,0.02413573854779118,0.021919789,0.01970383945220882,0.0008588578571428572,20.861017656823563
AKGRT,2002-04-05,0.02,30774720,59.12400072745071,0.0003240396173728635,0.00013915887938229462,0.02429799774888052,0.022003957,0.01970991625111948,0.0008416807142857144,20.343663028182213
AKGRT,2002-04-08,0.02,69702100,54.21658667772235,0.00031306285227638653,0.000173939673961113,0.02438007095586536,0.022064077,0.01974808304413464,0.000876035,19.17729628271679
AKGRT,2002-04-09,0.02,174565100,59.629476769971184,0.0003584459240409543,0.00021084092397708127,0.02453828345002596,0.0221963415,0.01985439954997404,0.0008760342857142858,18.094241447641743
AKGRT,2002-04-10,0.03,387227800,68.8760333419389,0.0005242035338389381,0.0002735134459494526,0.02498682627891414,0.0224368225,0.01988681872108586,0.0009275664285714286,18.839973492456565
AKGRT,2002-04-11,0.02,307360400,63.29978673690896,0.0006001378032380543,0.00033883831740717297,0.02519823961133632,0.0226472435,0.02009624738866368,0.0009705085714285716,20.37077886388218
AKGRT,2002-04-12,0.03,162402800,68.74919912744737,0.0007487092359212587,0.0004208125011099901,0.02561867389539942,0.0229177845,0.02021689510460058,0.001047805,21.79224099449167
AKGRT,2002-04-15,0.03,151355400,68.74919912744737,0.0008565790565599942,0.0005079658121999909,0.02592629672535306,0.0231883255,0.02045035427464694,0.001125102142857143,23.4831492710283
AKGRT,2002-04-16,0.02,158056000,58.649374388882805,0.0008354129153902287,0.0005734552328380385,0.02589604348200542,0.0233987465,0.02090144951799458,0.001228165,24.16361307195508
AKGRT,2002-04-17,0.03,125666900,61.680608541554435,0.0008572683556088999,0.0006302178573922108,0.02591556541460276,0.023627203,0.02133884058539724,0.0012625192857142857,24.7954723156728
AKGRT,2002-04-18,0.03,62746440,61.680608541554435,0.0008646221238074724,0.0006770987106752631,0.02604104465518932,0.0237955395,0.02155003434481068,0.0012796964285714289,25.38219875626783
AKGRT,2002-04-19,0.02,80762110,57.75263495901026,0.0008221632000450153,0.0007061116085492136,0.026131047859147,0.023891732,0.021652416140853,0.0013140507142857143,25.009147831564594
AKGRT,2002-04-22,0.02,37307840,52.36568839007374,0.0007219775110568222,0.0007092847890507353,0.02614898384725248,0.0239398285,0.02173067315274752,0.0013569942857142858,23.853906732418608
AKGRT,2002-04-24,0.02,43695870,52.36568839007374,0.000635256785940069,0.0006944791884286021,0.02615141411338668,0.023999949,0.02184848388661332,0.0013398178571428572,22.626530992790972
AKGRT,2002-04-25,0.02,252689000,55.56987277063327,0.0005984401860800479,0.0006752713879588912,0.02620007920873242,0.024060069,0.02192005879126758,0.00132264,22.012999949432153
AKGRT,2002-04-26,0.02,26820890,51.81626899198261,0.0005244090587130223,0.0006450989221097173,0.02620117867735514,0.0241081655,0.02201515232264486,0.0013312285714285714,21.571071626882738
AKGRT,2002-04-29,0.02,32415230,51.81626899198261,0.0004604312915882811,0.0006081653960054302,0.02615737917256924,0.02418031,0.02220324082743076,0.0013054635714285715,20.805806495195664
AKGRT,2002-04-30,0.02,46464100,48.05178080454363,0.00036669120291119586,0.0005598705573865833,0.026119678918819528,0.024216382,0.022313085081180472,0.0013054635714285715,19.745562357139633
AKGRT,2002-05-01,0.02,21124980,50.007429860928426,0.00030825288610822365,0.0005095470231309113,0.026095077958451608,0.024252454,0.022409830041548392,0.0011852235714285714,18.761049943230457
AKGRT,2002-05-02,0.02,37894950,50.007429860928426,0.0002589550266630663,0.0004594286238373424,0.026008945428791633,0.024312574,0.022616202571208367,0.00109075,18.174066296597815
AKGRT,2002-05-03,0.02,26672500,54.022260553865145,0.00025574747266286524,0.00041869239360244694,0.02597347387336824,0.024372694,0.02277191412663176,0.0010134535714285714,17.947524587623125
AKGRT,2002-05-06,0.02,15807150,54.022260553865145,0.0002503199306665498,0.0003850179010152674,0.025949121712425093,0.02442079,0.02289245828757491,0.0009361564285714286,17.73716442928948
AKGRT,2002-05-07,0.03,31195850,61.24207682474117,0.0003199500908612707,0.0003720043389844681,0.02592645980186378,0.0245410305,0.02315560119813622,0.0008502707142857143,18.439175110070547
AKGRT,2002-05-08,0.03,87466580,64.94688197724943,0.0004188164546507384,0.0003813667621177222,0.02607689556715761,0.024655259,0.023233622432842393,0.0009361557142857144,20.175810199374652
AKGRT,2002-05-09,0.03,51591180,64.94688197724943,0.0004915030193900565,0.00040339401357218906,0.0261795933838935,0.024685319,0.0231910446161065,0.000936155,21.788399925157037
AKGRT,2002-05-10,0.03,17585640,58.46541546660063,0.0004948910342782397,0.0004216934177133992,0.026229596928450203,0.024715379,0.023201161071549795,0.000936155,22.18049106910461
AKGRT,2002-05-13,0.03,7260560,58.46541546660063,0.0004919056780307679,0.00043573586977687295,0.02613040701059333,0.024685319,0.023240230989406672,0.0008846228571428572,22.54457570277021
AKGRT,2002-05-14,0.03,32641700,58.46541546660063,0.0004839609609932242,0.00044538088802014315,0.026025103499598704,0.024655259,0.023285414500401298,0.0009189764285714284,23.462764189915912
AKGRT,2002-05-15,0.03,94101240,63.068660425654976,0.0005201802173200122,0.00046034075388011697,0.02618107997865844,0.024715379,0.02324967802134156,0.0010134507142857145,24.81074505559184
AKGRT,2002-05-16,0.03,168790000,56.343775683428866,0.0004946701735040199,0.0004672066378048975,0.02618107997865844,0.024715379,0.02324967802134156,0.0010563935714285714,26.06244157371948
AKGRT,2002-05-17,0.02,58695780,45.820602590941675,0.0003731284562863161,0.00044839100150118126,0.026126865980507983,0.024655259,0.023183652019492015,0.001125102142857143,25.19775431063237
AKGRT,2002-05-20,0.02,22196770,47.915699994402445,0.0002928340800469606,0.0004172796172103371,0.026110265447668663,0.0246312105,0.023152155552331338,0.001107925,24.39483042348004
AKGRT,2002-05-21,0.02,36967600,50.97812862327442,0.0002553644225369589,0.0003848965782756615,0.02611593162025549,0.0246612705,0.02320660937974451,0.0011594557142857143,24.608667671893414
AKGRT,2002-05-22,0.02,11518570,46.111889396567435,0.00017513874303439958,0.0003429450112274091,0.02611593162025549,0.0246612705,0.02320660937974451,0.001210987142857143,24.807230831134405
AKGRT,2002-05-23,0.03,47473280,55.301852537083555,0.0002062059315377005,0.00031559719528946736,0.026172728194912648,0.024697343,0.023221957805087352,0.0012882842857142856,25.51882038472889
AKGRT,2002-05-24,0.02,39716740,50.6506963762505,0.0001802374218860108,0.00028852524060877605,0.026172841814453247,0.024727403,0.02328196418554675,0.0012796957142857143,26.17958211306662
AKGRT,2002-05-27,0.03,15553850,58.21923907623386,0.00025375568444510285,0.0002815713293760414,0.02630662490686775,0.024817583,0.02332854109313225,0.0012796957142857143,27.28450608913942
AKGRT,2002-05-28,0.03,5755174,53.77812828711886,0.0002605046857726524,0.00027735800065536363,0.02628509226502311,0.0249017515,0.02351841073497689,0.0011938107142857144,28.310506924064164
AKGRT,2002-05-29,0.02,38841790,49.69561301588133,0.00021486467614867952,0.0002648593357540268,0.026239925366278328,0.024943836,0.023647746633721673,0.0011938114285714285,28.160619740737072
AKGRT,2002-05-30,0.02,38918420,45.93986430720959,0.00012869925919373003,0.00023762732044196744,0.026213449929386023,0.0249558605,0.023698271070613976,0.001236755,27.074534963762947
AKGRT,2002-05-31,0.02,30760510,43.28651956393636,0.0,0.00019482267303597465,0.026284246711935935,0.0249211975,0.023558148288064063,0.0013193185714285714,25.562746621791565
AKGRT,2002-06-03,0.02,21249510,40.493956073079275,0.0,0.00013604781569601072,0.026420871146055576,0.0248614335,0.023301995853944425,0.0013051507142857145,23.973414055141447
AKGRT,2002-06-04,0.02,34224520,37.86331069497608,-0.00023406856591798447,0.0,0.026561950809590056,0.0247284715,0.022894992190409944,0.0012480407142857143,22.49760524325205
AKGRT,2002-06-05,0.02,28353890,37.86331069497608,-0.0003371836303231594,0.0,0.02654449296694625,0.0245654495,0.022586406033053747,0.0012159435714285717,21.45914704360022
AKGRT,2002-06-06,0.02,35859020,42.21685196013485,-0.0003740812604944714,0.0,0.026413263776831817,0.024427529,0.022441794223168183,0.0011409035714285715,20.11535210754911
AKGRT,2002-06-07,0.02,33697010,39.25493105090755,-0.0004387746031016875,-0.00015901086282173296,0.02639490048058054,0.024294567,0.02219423351941946,0.0011603385714285717,18.867542524073084
AKGRT,2002-06-10,0.02,13707230,37.825959438200215,-0.0005044835797529061,-0.0002281054062079676,0.026364426430675,0.0241490545,0.021933682569325,0.0011282414285714289,18.421318663663673
AKGRT,2002-06-11,0.02,14401850,40.17139207347092,-0.000530192281348557,-0.00028852278123608547,0.02626995999947688,0.0240160925,0.02176222500052312,0.001078214285714286,18.006967936140647
AKGRT,2002-06-12,0.02,5809688,37.15269924769949,-0.0005843395286802088,-0.0003476861307249101,0.02606562318956454,0.0238279695,0.02159031581043546,0.0009852442857142857,17.62221368915498
AKGRT,2002-06-13,0.02,13138940,39.59678686101506,-0.0006000798560348624,-0.0003981648757869006,0.02590965253390518,0.023682457,0.02145526146609482,0.0010140192857142857,16.374642893405177
